order_id,merchant_id,route_id,processor,created_at,completed_at,order_type,status,amount,currency,amount_usd,customer_id,customer_country,payment_method,decline_reason
5134572,ATLAS-CFD,KRTX-03,KRTX,2026-05-08 04:59:19,2026-05-08 05:00:06,SALE,APPROVED,4951.83,ZAR,,CU-977438,ZA,CARD,
5134573,ATLAS-CFD,KRTX-03,KRTX,2026-05-08 13:09:12,2026-05-08 13:09:31,SALE,approved,719.26,ZAR,39.39,CU-157127,ZA,CARD,
5134574,ATLAS-CFD,SORVA-22,SORVA,2026-05-08 20:14:56,2026-05-08 20:16:07,SALE,APPROVED,79227.55,INR,922.64,CU-283205,IN,EWALLET,
5134575,ATLAS-CFD,KRTX-03,KRTX,2026-05-08 10:20:54,2026-05-08 10:21:41,SALE,DECLINED,438.45,ZAR,23.99,CU-273317,ZA,CARD,do_not_honor
5134576,ATLAS-CFD,KRTX-03,KRTX,2026-05-08 10:21:56,2026-05-08 10:22:24,SALE,APPROVED,438.45,ZAR,24.02,CU-273317,US,CARD,
5134577,ATLAS-CFD,KRTX-03,KRTX,2026-05-08 05:16:36,,SALE,PENDING,2372.98,ZAR,129.69,CU-431076,ZA,CARD,
5134578,ATLAS-CFD,KRTX-11,KRTX,2026-05-08 17:41:27,2026-05-08 17:41:52,SALE,APPROVED,445.26,ZAR,24.29,CU-270521,ZA,BANK_TRANSFER,
5134579,ATLAS-CFD,KRTX-03,KRTX,2026-05-08 02:07:29,2026-05-08 02:08:13,SALE,APPROVED,889.01,ZAR,,CU-242813,ZA,CARD,
5134580,ATLAS-CFD,KRTX-11,KRTX,2026-05-08 16:47:08,2026-05-08 16:49:12,SALE,APPROVED,190.16,ZAR,10.4,CU-260750,ZA,BANK_TRANSFER,
5134581,ATLAS-CFD,KRTX-03,KRTX,2026-05-08 23:39:58,2026-05-08 23:41:40,SALE,APPROVED,4343.96,ZAR,237.51,CU-265656,ZA,CARD,
5134582,ATLAS-CFD,KRTX-03,KRTX,2026-05-08 18:57:16,2026-05-08 18:58:13,SALE,APPROVED,1340.6,ZAR,73.49,CU-725333,ZA,CARD,
5134583,ATLAS-CFD,KRTX-11,KRTX,2026-05-08 23:55:44,2026-05-08 23:56:00,SALE,DECLINED,2467.24,ZAR,135.23,CU-536218,ZA,BANK_TRANSFER,timeout
5134584,ATLAS-CFD,KRTX-11,KRTX,2026-05-08 23:56:26,2026-05-08 23:56:47,SALE,APPROVED,2467.24,ZAR,,CU-536218,ZA,BANK_TRANSFER,
5134585,ATLAS-CFD,KRTX-11,KRTX,2026-05-08 19:08:40,2026-05-08 19:09:34,SALE,APPROVED,7951.17,ZAR,434.55,CU-830006,ZA,BANK_TRANSFER,
5134586,ATLAS-CFD,,,2026-05-08 21:26:58,2026-05-08 21:27:58,SALE,FILTERED,1037.55,ZAR,56.82,CU-486914,US,CARD,blocked_pre_routing
5134587,ATLAS-CFD,KRTX-03,KRTX,2026-05-08 23:40:12,2026-05-08 23:40:22,PAYOUT,DECLINED,348.79,ZAR,19.08,CU-914090,ZA,CARD,insufficient_funds
5134588,ATLAS-CFD,SORVA-22,SORVA,2026-05-08 09:28:02,2026-05-08 09:30:28,PAYOUT,APPROVED,1562.86,INR,18.19,CU-235735,IN,EWALLET,
5134589,ATLAS-CFD,KRTX-03,KRTX,2026-05-08 11:22:59,2026-05-08 11:23:24,PAYOUT,DECLINED,1320.77,ZAR,72.13,CU-586455,ZA,CARD,issuer_unavailable
5134590,ATLAS-CFD,KRTX-11,KRTX,2026-05-08 06:21:25,2026-05-08 06:22:22,PAYOUT,DECLINED,744.14,zar,40.78,CU-923139,ZA,BANK_TRANSFER,account_invalid
5134591,ATLAS-CFD,KRTX-03,KRTX,2026-05-08 17:52:46,2026-05-08 17:53:36,PAYOUT,APPROVED,49.24,ZAR,2.7,CU-151139,ZA,CARD,
5134592,ATLAS-CFD,SORVA-22,SORVA,2026-05-08 12:51:38,2026-05-08 12:52:43,PAYOUT,APPROVED,33849.48,INR,394.13,CU-815144,IN,EWALLET,
5134593,ATLAS-CFD,SORVA-22,SORVA,2026-05-08 18:10:25,2026-05-08 18:10:46,PAYOUT,APPROVED,2890.11,INR,33.66,CU-425397,IN,EWALLET,
5134594,ATLAS-CFD,KRTX-03,KRTX,2026-05-08 12:15:12,2026-05-08 12:16:01,PAYOUT,DECLINED,20738.52,ZAR,1131.41,CU-470276,ZA,CARD,issuer_unavailable
5134595,ATLAS-CFD,KRTX-03,KRTX,2026-05-08 14:29:27,2026-05-08 14:29:58,PAYOUT,APPROVED,587.08,ZAR,32.07,CU-517358,ZA,CARD,
5134596,ATLAS-CFD,KRTX-03,KRTX,2026-05-08 05:10:09,2026-05-08 05:10:58,PAYOUT,APPROVED,91.29,ZAR,5.0,CU-476680,ZA,CARD,
5134597,ATLAS-CFD,SORVA-22,SORVA,2026-05-08 07:39:50,2026-05-08 07:40:34,PAYOUT,APPROVED,3636.85,INR,,CU-387053,IN,EWALLET,
5134598,ATLAS-CFD,KRTX-03,KRTX,2026-05-08 03:23:56,2026-05-08 03:24:11,PAYOUT,APPROVED,1267.94,ZAR,69.39,CU-354958,ZA,CARD,
5134599,ATLAS-CFD,KRTX-03,KRTX,2026-05-08 09:06:46,2026-05-08 09:07:06,PAYOUT,APPROVED,2509.37,ZAR,137.65,CU-384131,US,CARD,
5134600,ATLAS-CFD,KRTX-11,KRTX,2026-05-08 14:08:35,2026-05-08 14:10:56,PAYOUT,APPROVED,2670.09,ZAR,,CU-870957,ZA,BANK_TRANSFER,
5134601,ATLAS-CFD,KRTX-03,KRTX,2026-05-08 06:56:19,2026-05-08 06:57:45,PAYOUT,APPROVED,360.88,ZAR,,CU-396142,ZA,CARD,
5134602,ATLAS-CFD,SORVA-22,SORVA,2026-05-08 22:44:44,2026-05-08 22:45:35,REFUND,APPROVED,9170.45,INR,106.86,CU-300353,IN,EWALLET,
5134603,ATLAS-CFD,KRTX-03,KRTX,2026-05-08 16:11:07,2026-05-08 16:11:26,REFUND,APPROVED,293.9,ZAR,16.09,CU-277063,ZA,CARD,
5134604,ATLAS-CFD,KRTX-03,KRTX,2026-05-08 06:30:21,2026-05-08 06:30:33,REFUND,APPROVED,5764.22,ZAR,,CU-763059,ZA,CARD,
5134605,ATLAS-CFD,KRTX-03,KRTX,2026-05-08 06:20:24,2026-05-08 06:20:45,REFUND,APPROVED,4201.19,ZAR,229.99,CU-167353,ZA,CARD,
5134606,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 19:37:50,2026-05-09 19:38:25,SALE,APPROVED,1358.71,ZAR,74.2,CU-656152,ZA,CARD,
5134607,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 07:42:23,2026-05-09 07:46:57,SALE,DECLINED,11233.98,ZAR,614.01,CU-352832,ZA,CARD,do_not_honor
5134608,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 07:43:30,2026-05-09 07:44:01,SALE,APPROVED,11233.98,ZAR,,CU-352832,ZA,CARD,
5134609,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 16:54:10,2026-05-09 16:54:54,SALE,DECLINED,7037.31,ZAR,,CU-122469,ZA,CARD,do_not_honor
5134610,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 09:26:27,2026-05-09 09:26:47,SALE,DECLINED,1934.76,ZAR,105.73,CU-896315,ZA,CARD,issuer_unavailable
5134611,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 15:22:44,2026-05-09 15:23:50,SALE,APPROVED,1748.7,ZAR,95.69,CU-384402,ZA,CARD,
5134612,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 06:41:04,2026-05-09 06:42:14,SALE,DECLINED,2235.5,ZAR,122.54,CU-416989,ZA,BANK_TRANSFER,insufficient_funds
5134613,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 00:35:31,2026-05-09 00:35:53,SALE,APPROVED,3279.35,ZAR,179.33,CU-559802,ZA,BANK_TRANSFER,
5134614,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 13:16:03,2026-05-09 13:16:23,SALE,DECLINED,4805.71,ZAR,,CU-425274,ZA,BANK_TRANSFER,insufficient_funds
5134615,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 13:17:25,2026-05-09 13:18:03,SALE,APPROVED,4805.71,ZAR,262.52,CU-425274,ZA,BANK_TRANSFER,
5134616,ATLAS-CFD,SORVA-22,SORVA,2026-05-09 04:53:19,2026-05-09 04:53:36,SALE,APPROVED,4053.61,INR,,CU-486027,IN,EWALLET,
5134617,ATLAS-CFD,SORVA-22,SORVA,2026-05-09 01:06:49,2026-05-09 01:07:57,SALE,DECLINED,2996.04,INR,,CU-109171,IN,EWALLET,timeout
5134618,ATLAS-CFD,SORVA-22,SORVA,2026-05-09 01:08:05,2026-05-09 01:09:04,SALE,APPROVED,2996.04,INR,34.89,CU-109171,IN,EWALLET,
5134619,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 09:38:00,2026-05-09 09:38:25,SALE,DECLINED,2456.38,ZAR,134.08,CU-673749,ZA,BANK_TRANSFER,timeout
5134620,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 01:05:51,2026-05-09 01:07:48,SALE,DECLINED,207.15,ZAR,,CU-842341,ZA,BANK_TRANSFER,insufficient_funds
5134621,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 01:06:13,2026-05-09 01:06:43,SALE,DECLINED,207.15,ZAR,,CU-842341,ZA,BANK_TRANSFER,timeout
5134622,ATLAS-CFD,,,2026-05-09 10:44:57,2026-05-09 10:46:38,SALE,FILTERED,451.84,ZAR,24.73,CU-753012,ZA,BANK_TRANSFER,blocked_pre_routing
5134623,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 11:13:49,2026-05-09 11:15:05,SALE,DECLINED,2198.37,ZAR,120.48,CU-935640,ZA,BANK_TRANSFER,timeout
5134624,ATLAS-CFD,SORVA-22,SORVA,2026-05-09 03:45:15,2026-05-09 03:45:29,SALE,APPROVED,5676.82,INR,66.2,CU-125283,IN,EWALLET,
5134625,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 14:09:12,2026-05-09 14:12:12,SALE,APPROVED,5201.21,ZAR,284.19,CU-426472,ZA,CARD,
5134626,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 02:25:05,2026-05-09 02:25:16,SALE,APPROVED,583.29,ZAR,,CU-418856,US,BANK_TRANSFER,
5134627,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 12:51:27,2026-05-09 12:53:02,SALE,APPROVED,1827.73,ZAR ,,CU-902314,ZA,CARD,
5134628,ATLAS-CFD,,,2026-05-09 14:26:31,2026-05-09 14:27:08,SALE,FILTERED,222.04,ZAR,12.13,CU-365918,ZA,CARD,blocked_pre_routing
5134629,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 18:16:04,2026-05-09 18:16:24,SALE,APPROVED,410.36,ZAR,22.48,CU-931217,ZA,BANK_TRANSFER,
5134630,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 21:12:36,,SALE,pending,2457.84,ZAR,,CU-826137,ZA,CARD,
5134631,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 09:23:22,2026-05-09 09:23:42,SALE,APPROVED,2114.16,ZAR,115.58,CU-107947,ZA,CARD,
5134632,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 03:39:47,2026-05-09 03:40:26,SALE,DECLINED,432.14,ZAR,23.61,CU-249922,ZA,BANK_TRANSFER,insufficient_funds
5134633,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 03:40:43,2026-05-09 03:41:28,SALE,DECLINED,432.14,ZAR,23.72,CU-249922,ZA,BANK_TRANSFER,timeout
5134634,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 07:55:44,2026-05-09 07:55:54,SALE,DECLINED,5837.0,ZAR,319.3,CU-897639,ZA,CARD,insufficient_funds
5134635,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 07:56:54,2026-05-09 07:57:36,SALE,APPROVED,5837.0,ZAR,319.55,CU-897639,ZA,CARD,
5134636,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 03:23:11,2026-05-09 03:23:41,SALE,DECLINED,559.98,ZAR,30.66,CU-867819,ZA,BANK_TRANSFER,insufficient_funds
5134637,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 03:24:31,2026-05-09 03:25:04,SALE,APPROVED,559.98,ZAR,30.72,CU-867819,ZA,BANK_TRANSFER,
5134638,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 00:27:59,2026-05-09 00:28:30,SALE,DECLINED,2355.33,ZAR,128.73,CU-525064,ZA,CARD,insufficient_funds
5134639,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 00:28:58,2026-05-09 00:29:23,SALE,APPROVED,2355.33,ZAR,128.74,CU-525064,ZA,CARD,
5134640,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 10:14:01,2026-05-09 10:17:16,SALE,APPROVED,10875.31,ZAR,594.45,CU-763661,ZA,CARD,
5134641,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 16:28:37,2026-05-09 16:29:04,SALE,DECLINED,798.27,ZAR,43.62,CU-448305,ZA,CARD,do_not_honor
5134642,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 16:29:24,2026-05-09 16:30:52,SALE,APPROVED,798.27,ZAR,43.66,CU-448305,ZA,CARD,
5134643,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 17:47:40,2026-05-09 17:48:08,SALE,APPROVED,651.05,ZAR,35.52,CU-237317,ZA,CARD,
5134644,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 08:50:23,2026-05-09 08:51:42,SALE,FILTERED,482.65,ZAR,26.36,CU-879512,ZA,BANK_TRANSFER,risk_blocked
5134645,ATLAS-CFD,SORVA-22,SORVA,2026-05-09 13:13:11,,SALE,PENDING,8876.46,INR,103.27,CU-254009,IN,EWALLET,
5134646,ATLAS-CFD,,,2026-05-09 19:57:44,2026-05-09 20:03:32,SALE,FILTERED,23064.58,INR,,CU-348894,IN,EWALLET,blocked_pre_routing
5134647,ATLAS-CFD,,,2026-05-09 04:20:40,2026-05-09 04:23:08,SALE,FILTERED,229964.91,INR,,CU-540448,IN,EWALLET,blocked_pre_routing
5134648,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 04:21:40,2026-05-09 04:22:28,SALE,APPROVED,327.5,ZAR,17.92,CU-252086,ZA,CARD,
5134649,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 15:24:11,2026-05-09 15:25:29,SALE,APPROVED,1371.65,ZAR,74.92,CU-372357,ZA,CARD,
5134650,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 01:51:32,2026-05-09 01:51:56,SALE,APPROVED,331.48,ZAR,18.1,CU-710697,ZA,BANK_TRANSFER,
5134651,ATLAS-CFD,,,2026-05-09 18:09:50,2026-05-09 18:10:20,SALE,FILTERED,384.78,ZAR,21.03,CU-213393,ZA,CARD,blocked_pre_routing
5134652,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 22:21:06,2026-05-09 22:22:19,SALE,APPROVED,356.92,ZAR,19.54,CU-112889,ZA,CARD,
5134653,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 15:48:59,2026-05-09 15:50:44,SALE,APPROVED,1691.95,ZAR,92.7,CU-561167,ZA,CARD,
5134654,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 00:23:06,2026-05-09 00:24:09,SALE,APPROVED,3980.99,ZAR,217.74,CU-463881,ZA,BANK_TRANSFER,
5134655,ATLAS-CFD,,,2026-05-09 04:09:10,2026-05-09 04:10:15,SALE,FILTERED,1873.3,INR,21.82,CU-773318,IN,EWALLET,blocked_pre_routing
5134656,ATLAS-CFD,,,2026-05-09 10:34:24,2026-05-09 10:35:58,SALE,FILTERED,6636.92,INR,77.18,CU-442707,US,EWALLET,blocked_pre_routing
5134657,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 00:17:59,2026-05-09 00:18:16,SALE,filtered,1304.36,ZAR,71.2,CU-209087,ZA,CARD,risk_blocked
5134658,ATLAS-CFD,SORVA-22,SORVA,2026-05-09 05:59:43,2026-05-09 06:00:22,SALE,APPROVED,34182.49,INR,398.31,CU-795227,US,EWALLET,
5134659,ATLAS-CFD,SORVA-22,SORVA,2026-05-09 21:27:21,2026-05-09 21:27:52,SALE,APPROVED,17400.57,INR,202.55,CU-165594,IN,EWALLET,
5134660,ATLAS-CFD,,,2026-05-09 15:55:33,2026-05-09 15:56:06,SALE,FILTERED,3065.06,ZAR,168.04,CU-836907,ZA,BANK_TRANSFER,blocked_pre_routing
5134661,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 12:19:23,,SALE,PENDING,1128.49,ZAR,,CU-241930,ZA,CARD,
5134662,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 07:44:08,2026-05-09 07:44:18,SALE,DECLINED,810.1,ZAR,44.43,CU-789866,ZA,CARD,insufficient_funds
5134663,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 09:50:05,2026-05-09 09:53:02,SALE,APPROVED,344.31,ZAR,18.81,CU-772291,ZA,CARD,
5134664,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 13:56:25,2026-05-09 13:57:14,SALE,APPROVED,23098.36,ZAR,1264.78,CU-860117,ZA,BANK_TRANSFER,
5134665,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 18:30:00,2026-05-09 18:30:42,SALE,APPROVED,1241.48,ZAR,68.04,CU-328071,ZA,BANK_TRANSFER,
5134666,ATLAS-CFD,,,2026-05-09 03:12:11,2026-05-09 03:12:39,SALE,FILTERED,302.79,ZAR,16.61,CU-422959,ZA,CARD,blocked_pre_routing
5134667,ATLAS-CFD,,,2026-05-09 19:22:36,2026-05-09 19:23:44,SALE,FILTERED,74.98,ZAR,4.11,CU-965214,ZA,BANK_TRANSFER,blocked_pre_routing
5134668,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 13:41:54,2026-05-09 13:42:13,SALE,approved,930.98,ZAR,50.95,CU-138262,ZA,CARD,
5134669,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 01:48:07,2026-05-09 01:48:47,SALE,APPROVED,164.68,ZAR,9.02,CU-203826,ZA,BANK_TRANSFER,
5134670,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 14:18:21,2026-05-09 14:18:38,SALE,APPROVED,242.62,ZAR,13.26,CU-744458,ZA,CARD,
5134671,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 19:55:11,2026-05-09 19:56:08,SALE,APPROVED,956.16,ZAR,52.36,CU-888927,ZA,BANK_TRANSFER,
5134672,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 17:27:34,2026-05-09 17:27:47,SALE,APPROVED,4294.16,ZAR,234.69,CU-762088,ZA,BANK_TRANSFER,
5134673,ATLAS-CFD,SORVA-22,SORVA,2026-05-09 04:25:07,2026-05-09 04:25:26,SALE,APPROVED,8099.52,INR,94.22,CU-128336,IN,EWALLET,
5134674,ATLAS-CFD,SORVA-22,SORVA,2026-05-09 16:42:00,2026-05-09 16:42:57,SALE,APPROVED,52673.37,INR,,CU-920507,IN,EWALLET,
5134675,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 21:30:29,2026-05-09 21:31:27,SALE,APPROVED,23.97,ZAR,1.31,CU-404595,ZA,CARD,
5134676,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 05:31:36,2026-05-09 05:31:42,SALE,APPROVED,14650.42,ZAR,799.93,CU-948012,ZA,BANK_TRANSFER,
5134677,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 10:24:06,2026-05-09 10:25:36,SALE,approved,1200.12,ZAR,65.75,CU-730460,ZA,CARD,
5134678,ATLAS-CFD,SORVA-22,SORVA,2026-05-09 13:21:02,2026-05-09 13:21:21,SALE,approved,7621.46,INR,88.91,CU-265416,IN,EWALLET,
5134679,ATLAS-CFD,SORVA-22,SORVA,2026-05-09 17:42:52,2026-05-09 17:43:23,SALE,APPROVED,169137.35,INR,1966.29,CU-680391,IN,EWALLET,
5134680,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 08:06:37,2026-05-09 08:07:02,SALE,APPROVED,474.5,ZAR,,CU-919765,ZA,BANK_TRANSFER,
5134681,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 18:10:00,2026-05-09 18:10:33,SALE,DECLINED,8010.89,ZAR,437.55,CU-680723,ZA,CARD,do_not_honor
5134682,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 18:10:30,2026-05-09 18:12:28,SALE,APPROVED,8010.89,ZAR,438.07,CU-680723,ZA,CARD,
5134683,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 22:16:10,2026-05-09 22:16:38,SALE,APPROVED,5080.53,ZAR,277.91,CU-616256,ZA,BANK_TRANSFER,
5134684,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 23:52:37,2026-05-09 23:54:08,SALE,APPROVED,331.98,ZAR,18.13,CU-862038,ZA,BANK_TRANSFER,
5134685,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 05:39:14,2026-05-09 05:42:37,SALE,DECLINED,14427.15,ZAR,,CU-168371,ZA,CARD,insufficient_funds
5134686,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 05:40:19,2026-05-09 05:40:35,SALE,APPROVED,14427.15,ZAR,789.8,CU-168371,ZA,CARD,
5134687,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 02:37:18,2026-05-09 02:37:35,SALE,DECLINED,105.29,ZAR,5.76,CU-901624,ZA,CARD,invalid_card
5134688,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 02:38:07,2026-05-09 02:39:49,SALE,DECLINED,105.29,ZAR,5.74,CU-901624,ZA,CARD,insufficient_funds
5134689,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 03:17:48,2026-05-09 03:18:47,SALE,DECLINED,1064.14,ZAR,58.29,CU-584452,ZA,CARD,insufficient_funds
5134690,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 21:49:40,2026-05-09 21:50:00,SALE,APPROVED,3151.26,ZAR,172.47,CU-930792,ZA,BANK_TRANSFER,
5134691,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 14:22:03,2026-05-09 14:22:15,SALE,APPROVED,3903.47,ZAR,213.74,CU-442330,ZA,CARD,
5134692,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 10:21:17,2026-05-09 10:21:43,SALE,filtered,976.95,ZAR,53.41,CU-287851,ZA,BANK_TRANSFER,risk_blocked
5134693,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 00:03:02,2026-05-09 00:03:33,SALE,APPROVED,219.46,ZAR,12.0,CU-371227,ZA,CARD,
5134694,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 01:08:36,2026-05-09 01:10:03,SALE,APPROVED,1463.58,ZAR,80.08,CU-940513,ZA,BANK_TRANSFER,
5134695,ATLAS-CFD,,,2026-05-09 01:30:07,2026-05-09 01:30:47,SALE,FILTERED,87663.28,inr,1022.19,CU-635636,IN,EWALLET,blocked_pre_routing
5134696,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 18:35:53,2026-05-09 18:38:18,PAYOUT,approved,2190.73,ZAR,119.89,CU-802940,ZA,CARD,
5134697,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 15:08:33,2026-05-09 15:08:46,PAYOUT,APPROVED,12018.82,ZAR,656.7,CU-418980,ZA,BANK_TRANSFER,
5134698,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 13:04:11,2026-05-09 13:04:22,PAYOUT,approved,1532.9,ZAR,83.79,CU-892405,ZA,BANK_TRANSFER,
5134699,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 21:16:27,2026-05-09 21:19:32,PAYOUT,APPROVED,1379.44,ZAR,75.43,CU-131351,US,CARD,
5134700,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 14:42:50,2026-05-09 14:43:50,PAYOUT,APPROVED,24885.74,ZAR,1361.02,CU-327617,ZA,BANK_TRANSFER,
5134701,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 05:35:25,2026-05-09 05:35:53,PAYOUT,APPROVED,300.41,ZAR,,CU-832070,ZA,BANK_TRANSFER,
5134702,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 22:14:46,2026-05-09 22:15:14,PAYOUT,APPROVED,576.82,ZAR,31.53,CU-415551,ZA,CARD,
5134703,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 18:06:51,2026-05-09 18:07:32,PAYOUT,APPROVED,844.43,ZAR,46.2,CU-325939,ZA,BANK_TRANSFER,
5134704,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 00:15:01,2026-05-09 00:15:22,PAYOUT,APPROVED,2018.33,ZAR,110.41,CU-901852,ZA,BANK_TRANSFER,
5134705,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 02:26:08,2026-05-09 02:27:59,PAYOUT,approved,2218.79,ZAR,121.27,CU-132012,ZA,BANK_TRANSFER,
5134706,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 20:30:50,2026-05-09 20:31:33,PAYOUT,APPROVED,1045.5,ZAR,57.17,CU-419061,ZA,CARD,
5134707,ATLAS-CFD,SORVA-22,SORVA,2026-05-09 10:24:26,2026-05-09 10:27:15,PAYOUT,APPROVED,75049.9,INR,874.34,CU-883834,IN,EWALLET,
5134708,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 19:26:30,2026-05-09 19:31:33,PAYOUT,approved,657.66,ZAR,35.97,CU-375112,ZA,CARD,
5134709,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 11:12:08,2026-05-09 11:12:26,REFUND,APPROVED,217.87,ZAR,,CU-702158,ZA,BANK_TRANSFER,
5134710,ATLAS-CFD,KRTX-11,KRTX,2026-05-09 19:35:56,2026-05-09 19:36:11,REFUND,APPROVED,1678.46,ZAR,91.69,CU-753675,ZA,BANK_TRANSFER,
5134711,ATLAS-CFD,KRTX-03,KRTX,2026-05-09 04:19:41,2026-05-09 04:20:49,REFUND,APPROVED,498.62,ZAR,27.32,CU-764545,ZA,CARD,
5134712,ATLAS-CFD,KRTX-03,KRTX,2026-05-10 00:38:53,2026-05-10 00:40:38,SALE,DECLINED,399.68,ZAR,21.81,CU-508018,ZA,CARD,do_not_honor
5134713,ATLAS-CFD,KRTX-03,KRTX,2026-05-10 00:39:52,2026-05-10 00:40:54,SALE,DECLINED,399.68,ZAR,21.84,CU-508018,US,CARD,do_not_honor
5134714,ATLAS-CFD,SORVA-22,SORVA,2026-05-10 06:59:34,2026-05-10 06:59:42,SALE,DECLINED,439.72,INR,5.1,CU-441034,IN,EWALLET,limit_exceeded
5134715,ATLAS-CFD,SORVA-22,SORVA,2026-05-10 07:00:58,2026-05-10 07:01:09,SALE,DECLINED,439.72,INR,5.11,CU-441034,IN,EWALLET,insufficient_funds
5134716,ATLAS-CFD,KRTX-03,KRTX,2026-05-10 23:07:45,2026-05-10 23:08:05,SALE,APPROVED,552.9,ZAR,30.23,CU-113345,ZA,CARD,
5134717,ATLAS-CFD,SORVA-22,SORVA,2026-05-10 23:46:16,2026-05-10 23:47:15,SALE,APPROVED,728.14,INR,8.49,CU-258525,IN,EWALLET,
5134718,ATLAS-CFD,SORVA-22,SORVA,2026-05-10 06:24:54,2026-05-10 06:25:51,SALE,FILTERED,20138.87,INR,,CU-638698,IN,EWALLET,risk_blocked
5134719,ATLAS-CFD,,,2026-05-10 12:56:52,2026-05-10 12:57:15,SALE,FILTERED,1302.15,INR,15.14,CU-595994,IN,EWALLET,blocked_pre_routing
5134720,ATLAS-CFD,KRTX-03,KRTX,2026-05-10 16:21:07,2026-05-10 16:21:23,SALE,APPROVED,2340.5,ZAR,128.05,CU-631557,ZA,CARD,
